USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
nfnaa    1174936  0.0  0.0 307884  7432 ?        Sl    2025   0:00 /usr/libexec/ibus-dconf
nfnaa    1174937  0.0  0.1 418032 28056 ?        Sl    2025   0:00 /usr/libexec/ibus-ui-gtk3
nfnaa    1174940  0.0  0.1 422324 33076 ?        Sl    2025   0:26 /usr/libexec/ibus-extension-gtk3
nfnaa    1174943  0.0  0.1 339472 27232 ?        Sl    2025   0:00 /usr/libexec/ibus-x11 --kill-daemon
nfnaa    1174948  0.0  0.0 307820  7048 ?        Sl    2025   0:00 /usr/libexec/ibus-portal
nfnaa    1174967  0.0  0.0 234292  7788 ?        Sl    2025   0:23 /usr/libexec/ibus-engine-simple
root     1184986  0.0  0.0      0     0 ?        I     2025   0:02 [kworker/6:2-mm_percpu_wq]
root     1203754  0.0  0.0      0     0 ?        S     2025   0:00 [psimon]
nfnaa    1203860  2.9  1.3 4030780 337796 ?      SLl   2025  40:30 /usr/bin/totem --gapplication-service
nfnaa    1230010  0.2  1.7 4067708 432532 ?      Sl    2025   2:32 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46554 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f83cfe10-f236-4e48-b4ee-0b3ccfd45301} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 419 tab
nfnaa    1230368  0.5  1.3 3900776 338344 ?      Sl    2025   6:19 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46554 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {746786e2-66f9-47fe-b72d-b65e8cedbfe5} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 420 tab
nfnaa    1235505  0.2  2.4 1464734868 590852 ?   Sl    2025   2:34 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=1130578 --enable-crash-reporter=841b3a79-5026-48a2-a5ef-1f01defc3b26,no_channel --user-data-dir=/home/nfnaa/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8994375033331213637,8848387124771937460,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
nfnaa    1235518  0.0  0.5 1461331356 123952 ?   Sl    2025   0:16 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1130578 --enable-crash-reporter=841b3a79-5026-48a2-a5ef-1f01defc3b26,no_channel --user-data-dir=/home/nfnaa/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8994375033331213637,8848387124771937460,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
nfnaa    1235558  0.0  0.6 1459513912 169564 ?   Sl    2025   0:10 /usr/share/code/code --max-old-space-size=3072 /usr/share/code/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/84a73d1db61416c68ad8/tscancellation-47aec1d42294a31ec56d.tmp* --globalPlugins @vscode/copilot-typescript-server-plugin,typescript-svelte-plugin,vue-reactivity-analysis-plugin-pack,vue-typescript-plugin-pack --pluginProbeLocations /home/nfnaa/.vscode/extensions/github.copilot-chat-0.33.5,/home/nfnaa/.vscode/extensions/svelte.svelte-vscode-109.12.1,/home/nfnaa/.vscode/extensions/vue.volar-3.2.1,/home/nfnaa/.vscode/extensions/vue.volar-3.2.1 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
nfnaa    1235559  0.1  1.0 1459513912 264700 ?   Sl    2025   1:33 /usr/share/code/code --max-old-space-size=3072 /usr/share/code/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/84a73d1db61416c68ad8/tscancellation-72462a27b03aec93f722.tmp* --globalPlugins @vscode/copilot-typescript-server-plugin,typescript-svelte-plugin,vue-reactivity-analysis-plugin-pack,vue-typescript-plugin-pack --pluginProbeLocations /home/nfnaa/.vscode/extensions/github.copilot-chat-0.33.5,/home/nfnaa/.vscode/extensions/svelte.svelte-vscode-109.12.1,/home/nfnaa/.vscode/extensions/vue.volar-3.2.1,/home/nfnaa/.vscode/extensions/vue.volar-3.2.1 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
nfnaa    1235574  0.0  0.4 1459513976 101176 ?   Sl    2025   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/nfnaa/.cache/typescript/5.9 --enableTelemetry --typesMapLocation /usr/share/code/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
nfnaa    1235714  0.0  0.3 1459513912 83852 ?    Sl    2025   0:01 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=1235505
nfnaa    1235736  0.0  0.6 1476656140 146820 ?   Sl    2025   0:22 /usr/share/code/code --type=zygote
nfnaa    1235747  0.0  0.7 1459513916 191612 ?   Sl    2025   1:00 /usr/share/code/code /home/nfnaa/.vscode/extensions/dbaeumer.vscode-eslint-3.0.20/server/out/eslintServer.js --node-ipc --clientProcessId=1235505
nfnaa    1236004  0.0  0.3 1476621288 91476 ?    Sl    2025   0:00 /usr/share/code/code --type=zygote
nfnaa    1236012  0.0  0.4 1476632232 100892 ?   Sl    2025   0:00 /usr/share/code/code --type=zygote
nfnaa    1241864  0.0  0.0   5676  4548 ?        S     2025   0:01 /home/nfnaa/.vscode/extensions/ms-python.python-2025.20.1-linux-x64/python-env-tools/bin/pet server
nfnaa    1242036  0.0  0.0   8912  5832 pts/3    Ss+   2025   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nfnaa    1242103  0.0  1.2 1462963420 314044 ?   Sl    2025   0:06 /usr/share/code/code /home/nfnaa/.vscode/extensions/ms-python.vscode-pylance-2025.10.4/dist/server.bundle.js --cancellationReceive=file:832e7057321e995bc99823e468b4671498b1b8736d --node-ipc --clientProcessId=1235505
nfnaa    1248087  0.1  1.2 3931460 301524 ?      Sl    2025   1:48 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46555 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {063d789a-c4b3-4bf4-b147-7ad693a41843} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 470 tab
nfnaa    1251735  0.0  0.3 1459546696 89612 ?    Sl    2025   0:01 /usr/share/code/code /usr/share/code/resources/app/extensions/css-language-features/server/dist/node/cssServerMain --node-ipc --clientProcessId=1235505
root     1253492  0.0  0.0      0     0 ?        I     2025   0:00 [kworker/5:0-mm_percpu_wq]
nfnaa    1254004  0.0  0.3 3513836 96752 ?       Sl    2025   0:14 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46554 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {3f0cbbf9-1e29-4f10-b8c1-66cb1ec7ba63} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 508 tab
nfnaa    1254109  0.0  0.4 3530212 104976 ?      Sl    2025   0:13 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46554 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {dc42cf9b-5dd6-4d53-909e-85d2bfc97bac} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 509 tab
nfnaa    1257127  0.6  1.5 4065452 385404 ?      Sl    2025   6:07 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46555 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {22ff2d9e-3667-420d-97e3-0a262d970c05} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 521 tab
root     1265899  0.0  0.0      0     0 ?        I     2025   0:00 [kworker/8:0-events]
nfnaa    1271436  0.1  1.0 3776384 264860 ?      Sl   01:04   0:59 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46556 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b20a97d8-e5f5-42c4-88b6-429ce05fe9cc} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 583 tab
nfnaa    1274979  3.5  3.4 13689904 839584 ?     Sl   01:18  21:28 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46554 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0998fa4f-aeed-422c-b560-e46e47898190} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 615 tab
nfnaa    1277943  0.0  0.3 34012776 83376 ?      Sl   01:32   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=id --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12810058657996573483,4509833856367494772,524288 --field-trial-handle=3,i,7366628028244465061,11377163905245347477,262144 --disable-features=EyeDropper --variations-seed-version=20251219-070015.367000 --trace-process-track-uuid=3190709044408466132
nfnaa    1277971  0.0  0.2 1443183644 72664 ?    Sl   01:32   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=id --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=66 --time-ticks-at-unix-epoch=-1766705537557134 --launch-time-ticks=416927126255 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8418614021657146875,5646685557167210986,2097152 --field-trial-handle=3,i,7366628028244465061,11377163905245347477,262144 --disable-features=EyeDropper --variations-seed-version=20251219-070015.367000 --trace-process-track-uuid=3190709048156633528
root     1278829  0.0  0.0      0     0 ?        I    01:36   0:00 [kworker/4:0-mm_percpu_wq]
root     1280717  0.0  0.0      0     0 ?        I    01:46   0:07 [kworker/u48:16-kvfree_rcu_reclaim]
root     1280749  0.1  0.0      0     0 ?        I    09:56   0:06 [kworker/u48:46-events_power_efficient]
root     1280758  0.0  0.0      0     0 ?        S    09:56   0:00 [irq/139-mei_me]
root     1280760  0.0  0.0      0     0 ?        I    09:56   0:00 [kworker/11:2-mm_percpu_wq]
nfnaa    1282780  0.5  0.8 3650320 214252 ?      Sl   10:05   0:22 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46555 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d1a1d06c-2519-43cc-afce-2e20f510861a} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 642 tab
nfnaa    1284334 15.0  2.9 4454924 728784 ?      Sl   10:11   9:59 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46555 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {807406a1-3eca-4f0b-a667-615cc4538043} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 649 tab
root     1286771  0.0  0.0      0     0 ?        I    10:23   0:00 [kworker/7:1-events]
nfnaa    1286906  0.1  0.5 3554156 127224 ?      Sl   10:23   0:05 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46554 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {03413600-a65d-4808-89c6-c73c01c980cc} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 660 tab
root     1288457  0.0  0.0      0     0 ?        I    10:30   0:00 [kworker/11:0-events]
root     1288513  0.0  0.0      0     0 ?        I    10:31   0:00 [kworker/10:0-cgroup_destroy]
root     1289349  0.0  0.0      0     0 ?        I    10:35   0:00 [kworker/1:0-events]
root     1289867  0.0  0.0      0     0 ?        I    10:38   0:00 [kworker/2:1-events]
root     1290224  0.0  0.0      0     0 ?        I    10:40   0:00 [kworker/8:2-events]
root     1290246  0.0  0.0      0     0 ?        I    10:40   0:00 [kworker/3:1-events]
root     1290453  0.1  0.0      0     0 ?        I<   10:42   0:03 [kworker/u49:1-rb_allocator]
root     1291714  0.0  0.0      0     0 ?        I    10:47   0:00 [kworker/3:2-events]
root     1292005  0.0  0.0      0     0 ?        I    10:48   0:00 [kworker/0:0-mm_percpu_wq]
root     1292204  0.0  0.0      0     0 ?        I    10:49   0:01 [kworker/u48:2-kvfree_rcu_reclaim]
root     1293089  0.0  0.0      0     0 ?        I    10:52   0:00 [kworker/6:0]
root     1294119  0.0  0.0      0     0 ?        I    10:56   0:00 [kworker/10:2-mm_percpu_wq]
root     1294274  0.0  0.0      0     0 ?        I    10:57   0:00 [kworker/1:1-mm_percpu_wq]
root     1294379  0.0  0.0      0     0 ?        I    10:58   0:00 [kworker/7:0-mm_percpu_wq]
root     1294800  0.1  0.0      0     0 ?        I    11:00   0:01 [kworker/9:2-events]
root     1294923  0.0  0.0      0     0 ?        I    11:00   0:00 [kworker/5:1]
root     1295038  0.0  0.0      0     0 ?        I    11:01   0:00 [kworker/2:0-events]
root     1295110  0.0  0.0      0     0 ?        I<   11:01   0:00 [kworker/u49:0-rb_allocator]
root     1295947  0.0  0.0      0     0 ?        I    11:05   0:00 [kworker/0:2-events]
root     1296414  0.0  0.0      0     0 ?        I    11:08   0:00 [kworker/u48:1-kvfree_rcu_reclaim]
root     1296719  0.0  0.0      0     0 ?        I    11:10   0:00 [kworker/4:1]
root     1297131  0.0  0.0      0     0 ?        I    11:12   0:00 [kworker/9:1-events]
nfnaa    1297259 25.6  3.7 4522524 919364 ?      Rl   11:12   1:15 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46605 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {09997376-cee9-4c6f-8a4e-1640021290c8} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 702 tab
nfnaa    1297401  0.1  0.3 3504848 82540 ?       Sl   11:13   0:00 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46605 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8d766874-6dda-4e3f-81c4-81ca82be32da} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 703 tab
root     1297505  0.1  0.0      0     0 ?        I    11:13   0:00 [kworker/u48:0-writeback]
root     1297512  0.0  0.0      0     0 ?        I    11:14   0:00 [kworker/1:2-events]
nfnaa    1297725  0.1  0.2 3495800 70064 ?       Sl   11:15   0:00 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46605 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {bf234212-664c-4bb8-b535-8f47764dd9a3} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 704 tab
root     1297771  0.2  0.0      0     0 ?        I<   11:15   0:00 [kworker/u49:2-i915_flip]
root     1297791  0.0  0.0      0     0 ?        I    11:15   0:00 [kworker/7:2]
nfnaa    1297988  0.9  0.3 3157864 74348 ?       Sl   11:16   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root     1298138  0.0  0.0      0     0 ?        I    11:16   0:00 [kworker/2:2-mm_percpu_wq]
root     1298139  0.0  0.0      0     0 ?        I    11:16   0:00 [kworker/0:1]
root     1298140  0.0  0.0      0     0 ?        I    11:16   0:00 [kworker/u48:3-i915]
nfnaa    1298172  0.2  0.2 3495800 70728 ?       Sl   11:16   0:00 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46605 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1b612c9d-ca20-4c70-bb67-082f85c41057} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 705 tab
root     1298213  0.0  0.0      0     0 ?        I    11:16   0:00 [kworker/10:1]
root     1298355  0.0  0.0      0     0 ?        I    11:17   0:00 [kworker/9:0-mm_percpu_wq]
nfnaa    1298432  2.3  0.2 3495800 69616 ?       Sl   11:17   0:00 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46605 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0a3a53c8-98a8-4e26-8f83-9b966c0266c7} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 706 tab
nfnaa    1298489  0.0  0.0  11544  5236 pts/2    R+   11:17   0:00 ps aux
